Full_Name,Year,Citation,spherical_cluster,topic_keywords,hdbscan_cluster,agglomerative_cluster,tsne_x,tsne_y,umap_x,umap_y,ACM Fellow Profile,DBLP profile,Google Scholar Profile,Affiliation
Amir Pnueli,2007,For contributions to program and system verification.,5,"contributions, reasoning, artificial, intelligence, systems, verification",-1,13,23.93757,-9.8017,1.3009276,4.97397,https://awards.acm.org/award-recipients/pnueli_4725172,https://dblp.org/pid/p/AmirPnueli,,
Anant Agarwal,2007,For contributions to parallel and reconfigurable computing.,8,"contributions, design, memory, computer, architecture, systems",-1,2,15.243975,23.520319,3.785064,3.6981902,https://awards.acm.org/award-recipients/agarwal_3320751,https://dblp.org/pid/a/AAgarwal,https://scholar.google.com/citations?user=E6XXUFcAAAAJ,"Founder and CEO of edX, Professor of Electrical Engineering and Computer Science at MIT"
Andrei Broder,2007,For contributions to algorithms and web technology.,1,"contributions, algorithms, complexity, computational, theory, geometry",-1,6,-26.753368,-13.24688,7.0585184,5.4852314,https://awards.acm.org/award-recipients/broder_N005132,https://dblp.org/pid/09/4301,https://scholar.google.com/citations?user=7b858c0AAAAJ,"Distinguished Scientist, Google"
Aristides Requicha,2007,For contributions to solid modeling and nanorobotics.,0,"vision, contributions, computer, graphics, image, geometry",-1,4,-35.582455,1.531354,8.085753,6.15734,https://awards.acm.org/award-recipients/requicha_1452523,https://dblp.org/pid/42/417,,
Avrim Blum,2007,For contributions to learning theory and algorithms.,1,"contributions, algorithms, complexity, computational, theory, geometry",-1,10,-28.748064,-22.231703,6.9143543,5.806163,https://awards.acm.org/award-recipients/blum_3732674,https://dblp.org/pid/b/AvrimBlum,https://scholar.google.com/citations?user=Jlv4MR4AAAAJ,"Professor and Chief Academic Officer, Toyota Technological Institute at Chicago"
Catriel Beeri,2007,For contributions to database theory.,6,"database, contributions, data, systems, management, databases",0,0,-4.9459586,-31.448057,4.791746,5.240803,https://awards.acm.org/award-recipients/beeri_1289180,https://dblp.org/pid/b/CBeeri,,
Daniel Huttenlocher,2007,For contributions to computer vision.,0,"vision, contributions, computer, graphics, image, geometry",1,17,-48.190357,-4.670125,9.101899,7.016374,https://awards.acm.org/award-recipients/huttenlocher_3791746,https://dblp.org/pid/h/DPHuttenlocher,https://scholar.google.com/citations?user=q16KVs0AAAAJ,Massachusetts Institute of Technology
Danny Dolev,2007,For contributions to fault-tolerant distributed computing.,7,"contributions, parallel, distributed, computing, systems, performance",0,1,26.225403,12.198015,4.811987,3.0462837,https://awards.acm.org/award-recipients/dolev_1711167,https://dblp.org/pid/d/DannyDolev,https://scholar.google.com/citations?user=RAt7zSUAAAAJ,"Professor of Computer Science, The Hebrew University"
David Padua,2007,For contributions to compiler support for parallel computing.,7,"contributions, parallel, distributed, computing, systems, performance",0,2,36.789448,-9.132641,2.8812532,3.9222562,https://awards.acm.org/award-recipients/padua_4317590,https://dblp.org/pid/p/DavidAPadua,https://scholar.google.com/citations?user=QaLf6bEAAAAJ,"Professor Emeritus, University of Illinois at Urbana-Champaign"
Donald E Thomas,2007,For contributions to computer-aided design of integrated circuits and systems.,8,"contributions, design, memory, computer, architecture, systems",-1,6,8.543916,30.176853,3.2583935,2.429081,https://awards.acm.org/award-recipients/thomas_1644756,https://dblp.org/pid/t/DonaldEThomas,,
John C Klensin,2007,For contributions to networking standards and internet applications.,9,"contributions, internet, protocols, network, networks, networking",-1,19,34.752975,22.417822,5.93164,1.8401728,https://awards.acm.org/award-recipients/klensin_1101344,https://dblp.org/pid/20/1355,,
Edward A Feigenbaum,2007,For contributions to artificial intelligence.,5,"contributions, reasoning, artificial, intelligence, systems, verification",-1,6,-25.337526,-0.726555,6.3709407,6.2067223,https://awards.acm.org/award-recipients/feigenbaum_4167235,https://dblp.org/pid/f/EdwardAFeigenbaum,,
Edward Felten,2007,For contributions to security and the public policy of information technology.,2,"contributions, privacy, cryptography, security, systems, computer",-1,12,2.0085945,-2.1743956,6.690287,2.6014318,https://awards.acm.org/award-recipients/felten_5140041,https://dblp.org/pid/f/EdwardWFelten,https://scholar.google.com/citations?user=watx0IAAAAAJ,"Robert E. Kahn Professor of Computer Science and Public Affairs, Princeton University"
Eliot Moss,2007,For contributions in transactions and memory management.,6,"database, contributions, data, systems, management, databases",-1,0,32.880245,-0.962868,3.437143,3.589918,https://awards.acm.org/award-recipients/moss_1491653,https://dblp.org/pid/m/JEliotBMoss,https://scholar.google.com/citations?user=yYtaDFUAAAAJ,"Professor of Computer and Information Sciences, University of Massachusetts Amherst"
Eric A. Brewer,2007,"For the design of scalable, reliable internet services.",9,"contributions, internet, protocols, network, networks, networking",-1,1,29.798613,16.80658,5.126776,2.776176,https://awards.acm.org/award-recipients/brewer_UI34063,https://dblp.org/pid/b/EricABrewer,,
Eric S Roberts,2007,For contributions to computer science education.,11,"computer, acm, science, contributions, computing, years",-1,18,-1.6650462,18.640202,4.638126,7.3931656,https://awards.acm.org/award-recipients/roberts_2086759,https://dblp.org/pid/75/4255,,
Gary M Olson,2007,For contributions to computer-supported collaborative work.,10,"human, interaction, contributions, computer, computing, design",-1,19,-29.115915,18.629354,5.588383,7.990379,https://awards.acm.org/award-recipients/olson_2607703,https://dblp.org/pid/o/GaryMOlson,https://scholar.google.com/citations?user=4XyoYbAAAAAJ,"Dept. of Informatics, University of California, Irvine"
Georg Gottlob,2007,For contributions to the theory of artificial intelligence and database systems.,6,"database, contributions, data, systems, management, databases",-1,2,-4.0874662,-26.608772,5.758813,5.6173105,https://awards.acm.org/award-recipients/gottlob_2684009,https://dblp.org/pid/g/GeorgGottlob,https://scholar.google.com/citations?user=i72_SkUAAAAJ,"Professor of Informatics, University of Oxford"
Guang Gao,2007,For contributions to multiprocessor computers and compiler optimization techniques.,8,"contributions, design, memory, computer, architecture, systems",-1,2,36.819355,-8.44054,2.8350794,3.777787,https://awards.acm.org/award-recipients/gao_1954601,https://dblp.org/pid/18/5633,https://scholar.google.com/citations?user=KYj0CvEAAAAJ,"Endowed Distinguished Professor, Electrical & Computer Engineering, University of …"
HongJiang Zhang,2007,For contributions to content-based analysis and retrieval of multimedia.,12,"contributions, learning, mining, natural, machine, data",-1,17,-49.730858,-10.022158,8.631977,7.3371634,https://awards.acm.org/award-recipients/zhang_NC44438,https://dblp.org/pid/z/HongJiangZhang,https://scholar.google.com/citations?user=u6wmNbQAAAAJ,Sourcecode Capital
Lance Fortnow,2007,For contributions to complexity theory.,1,"contributions, algorithms, complexity, computational, theory, geometry",-1,14,-9.377933,-17.521063,6.528846,4.469361,https://awards.acm.org/award-recipients/fortnow_2834851,https://dblp.org/pid/f/LanceFortnow,https://scholar.google.com/citations?user=Yf5wVssAAAAJ,Illinois Institute of Technology
Larry Constantine,2007,For contributions to software design.,3,"software, contributions, engineering, testing, community, analysis",-1,7,18.430676,-18.052795,2.7265177,5.7552567,https://awards.acm.org/award-recipients/constantine_3358900,https://dblp.org/pid/81/6587,,
Martin Odersky,2007,For contributions to functional and object-oriented programming languages.,4,"programming, contributions, languages, language, program, compilers",-1,18,24.567625,-26.964924,2.090448,5.4425836,https://awards.acm.org/award-recipients/odersky_3873304,https://dblp.org/pid/o/MartinOdersky,https://scholar.google.com/citations?user=LbRD9tEAAAAJ,EPFL
Mitchell Wand,2007,For contributions to type theory and program analysis.,4,"programming, contributions, languages, language, program, compilers",-1,18,28.398594,-19.655218,2.2653713,4.9094973,https://awards.acm.org/award-recipients/wand_1239896,https://dblp.org/pid/w/MitchellWand,https://scholar.google.com/citations?user=Y0E0lsgAAAAJ,"Professor of Computer Science, Northeastern University"
Marc Levoy,2007,For contributions to computer graphics.,0,"vision, contributions, computer, graphics, image, geometry",1,17,-43.5148,3.1100512,8.88846,6.324502,https://awards.acm.org/award-recipients/levoy_2513653,https://dblp.org/pid/l/MarcLevoy,https://scholar.google.com/citations?user=gbVh3PEAAAAJ,"Professor of Computer Science, Emeritus, Stanford University"
Michael F. Cohen,2007,For contributions to computer graphics and computer vision.,0,"vision, contributions, computer, graphics, image, geometry",1,17,-46.606297,-2.7642171,9.1034975,6.7451987,https://awards.acm.org/award-recipients/cohen_3186095,https://dblp.org/pid/07/1994,https://scholar.google.com/citations?user=YAtwLpwAAAAJ,Facebook
Monica Lam,2007,For contributions to compilers and program analysis.,4,"programming, contributions, languages, language, program, compilers",0,18,33.93005,-14.950713,2.134379,4.199733,https://awards.acm.org/award-recipients/lam_3416419,https://dblp.org/pid/l/MonicaSLam,https://scholar.google.com/citations?user=4hS0jZ8AAAAJ,"Professor of Computer Science, Stanford University"
Philip Wadler,2007,For contributions to the theory of programming languages.,4,"programming, contributions, languages, language, program, compilers",-1,18,27.025366,-20.144665,2.312283,4.8804445,https://awards.acm.org/award-recipients/wadler_3048733,https://dblp.org/pid/w/PhilipWadler,https://scholar.google.com/citations?user=Iz-3VFQAAAAJ,University of Edinburgh and IOHK
Bud Mishra,2007,For contributions to symbolic computation and computational biology.,5,"contributions, reasoning, artificial, intelligence, systems, verification",-1,10,-16.96312,-26.192112,7.294252,5.9063473,https://awards.acm.org/award-recipients/mishra_4137345,https://dblp.org/pid/m/BhubaneswarMishra,https://scholar.google.com/citations?user=kXVBr20AAAAJ,Professor of Computer Science and Mathematics
Demetri Terzopoulos,2007,For contributions to computer graphics and vision.,0,"vision, contributions, computer, graphics, image, geometry",1,17,-47.39117,-3.5553946,9.153285,6.8245306,https://awards.acm.org/award-recipients/terzopoulos_5090733,https://dblp.org/pid/85/4738,https://scholar.google.com/citations?user=pKuBFaQAAAAJ,"Distinguished Professor & Chancellor's Professor of Computer Science, UCLA"
Rajeev Motwani,2007,For contributions to algorithms and complexity theory.,1,"contributions, algorithms, complexity, computational, theory, geometry",0,14,-10.951304,-16.693176,6.6861124,4.515139,https://awards.acm.org/award-recipients/motwani_4305223,https://dblp.org/pid/m/RajeevMotwani,https://scholar.google.com/citations?user=PicFgrAAAAAJ,Stanford University
Tao  Jiang,2007,For contributions to computational biology and computational complexity.,1,"contributions, algorithms, complexity, computational, theory, geometry",-1,10,-17.293558,-25.422842,7.2459526,5.923754,https://awards.acm.org/award-recipients/jiang_3376910,https://dblp.org/pid/47/1942,,
Rajeev Alur,2007,For contributions to the specification and verification of reactive and hybrid systems.,5,"contributions, reasoning, artificial, intelligence, systems, verification",-1,13,26.366224,-7.1152864,1.443433,4.853832,https://awards.acm.org/award-recipients/alur_3671617,https://dblp.org/pid/a/RAlur,https://scholar.google.com/citations?user=ZvLa1RIAAAAJ,"Zisman Family Professor of Computer and Information Science, University of Pennsylvania"
Randy Pausch,2007,For contributions to the use of programming environments in education and entertainment.,4,"programming, contributions, languages, language, program, compilers",-1,18,27.72065,-29.401516,2.601875,5.5751343,https://awards.acm.org/award-recipients/pausch_3279411,https://dblp.org/pid/p/RandyFPausch,,
Richard Hull,2007,For contributions to data semantics and web services.,6,"database, contributions, data, systems, management, databases",-1,2,-12.178948,4.1486483,5.186374,5.731703,https://awards.acm.org/award-recipients/hull_1920347,https://dblp.org/pid/h/RichardHull,https://scholar.google.com/citations?user=Yd6uJAgAAAAJ,"Visiting Scholar, University of California, Davis"
Rodney Downey,2007,For contributions to computability and complexity theory.,1,"contributions, algorithms, complexity, computational, theory, geometry",-1,14,-8.626616,-17.24929,6.400922,4.443138,https://awards.acm.org/award-recipients/downey_4371977,https://dblp.org/pid/d/RodneyGDowney,,
